/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004348.182606.Cam6_54.png,,,,,
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004348.754118.Cam6_13.png,,,,,
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004349.135000.Cam6_11.png,,,,,
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004349.516008.Cam6_43.png,,,,,
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004351.039789.Cam6_32.png,,,,,
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004351.992184.Cam6_61.png,192.53,104.92999999999999,232.27,144.67,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004351.992184.Cam6_61.png,130.53,106.92999999999999,170.27,146.67,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004351.992184.Cam6_61.png,146.53,72.92999999999999,186.27,112.67,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004351.992184.Cam6_61.png,160.13,154.92999999999998,196.67000000000002,191.47,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004351.992184.Cam6_61.png,130.13,157.73,166.67000000000002,194.27,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004351.992184.Cam6_61.png,149.73,180.53,186.27,217.07000000000002,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004352.373192.Cam6_51.png,206.86,48.42,247.51999999999998,89.08,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004352.373192.Cam6_51.png,180.29000000000002,46.540000000000006,220.95,87.2,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004352.373192.Cam6_51.png,142.17000000000002,108.11,178.45,144.39,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004352.373192.Cam6_51.png,111.86,149.36,141.26,178.76,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004353.135082.Cam6_53.png,233.42000000000002,64.67,275.32,106.57000000000001,apple
/Users/shuzixuan/Documents/Study/4/CS172/datasets/apple/images/20130320T004353.135082.Cam6_53.png,200.3,60.92999999999999,245.32,105.95,apple
